ID	Category	SAUID	IndicatorID	SAU	SpatialAssessmentUnit	Indicator	Unit	IndType	Bad	Threshold	Reference	Status
28	Benthic	124	272	GER-011	GER-011	Zoobenthos Quality element	EQR	1	0	0.6	1	0.582524288
29	Benthic	125	272	GER-012	GER-012	Zoobenthos Quality element	EQR	1	0	0.6	1	0.508474599
30	Benthic	126	272	GER-013	GER-013	Zoobenthos Quality element	EQR	1	0	0.6	1	0.560747636
31	Benthic	127	272	GER-014	GER-014	Zoobenthos Quality element	EQR	1	0	0.6	1	0.189873413
32	Benthic	128	272	GER-015	GER-015	Zoobenthos Quality element	EQR	1	0	0.6	1	0.48
33	Benthic	130	272	GER-017	GER-017	Zoobenthos Quality element	EQR	1	0	0.6	1	0.189873413
34	Benthic	131	272	GER-018	GER-018	Zoobenthos Quality element	EQR	1	0	0.6	1	0.550458699
35	Benthic	132	272	GER-019	GER-019	Zoobenthos Quality element	EQR	1	0	0.6	1	0.410958893
36	Benthic	133	272	GER-020	GER-020	Zoobenthos Quality element	EQR	1	0	0.6	1	0.229885067
37	Benthic	134	272	GER-021	GER-021	Zoobenthos Quality element	EQR	1	0	0.6	1	0.340909093
38	Benthic	135	272	GER-022	GER-022	Zoobenthos Quality element	EQR	1	0	0.6	1	0.508474599
39	Benthic	136	272	GER-023	GER-023	Zoobenthos Quality element	EQR	1	0	0.6	1	0.491803267
40	Benthic	137	272	GER-024	GER-024	Zoobenthos Quality element	EQR	1	0	0.6	1	0.530973454
41	Benthic	138	272	GER-025	GER-025	Zoobenthos Quality element	EQR	1	0	0.6	1	0.652173901
42	Benthic	139	272	GER-026	GER-026	Zoobenthos Quality element	EQR	1	0	0.6	1	0.697674407
43	Benthic	140	272	GER-027	GER-027	Zoobenthos Quality element	EQR	1	0	0.6	1	0.419580435
44	Benthic	141	272	GER-028	GER-028	Zoobenthos Quality element	EQR	1	0	0.6	1	0.550458699
45	Benthic	142	272	GER-029	GER-029	Zoobenthos Quality element	EQR	1	0	0.6	1	0.280373818
46	Benthic	143	272	GER-030	GER-030	Zoobenthos Quality element	EQR	1	0	0.6	1	0.521739141
47	Benthic	144	272	GER-031	GER-031	Zoobenthos Quality element	EQR	1	0	0.6	1	0.16
48	Benthic	145	272	GER-032	GER-032	Zoobenthos Quality element	EQR	1	0	0.6	1	0.521739141
49	Benthic	146	272	GER-033	GER-033	Zoobenthos Quality element	EQR	1	0	0.6	1	0.550458699
50	Benthic	147	272	GER-034	GER-034	Zoobenthos Quality element	EQR	1	0	0.6	1	0.550458699
51	Benthic	148	272	GER-035	GER-035	Zoobenthos Quality element	EQR	1	0	0.6	1	0.550458699
52	Benthic	149	272	GER-036	GER-036	Zoobenthos Quality element	EQR	1	0	0.6	1	0.49999998
53	Benthic	150	272	GER-037	GER-037	Zoobenthos Quality element	EQR	1	0	0.6	1	0.550458699
54	Benthic	151	272	GER-038	GER-038	Zoobenthos Quality element	EQR	1	0	0.6	1	0.48
55	Benthic	152	272	GER-039	GER-039	Zoobenthos Quality element	EQR	1	0	0.6	1	0.612244886
56	Benthic	153	272	GER-040	GER-040	Zoobenthos Quality element	EQR	1	0	0.6	1	0.49999998
57	Benthic	154	272	GER-041	GER-041	Zoobenthos Quality element	EQR	1	0	0.6	1	0.451127805
58	Benthic	156	272	GER-043	GER-043	Zoobenthos Quality element	EQR	1	0	0.6	1	0.48
59	Benthic	231	272	GER-111	GER-111	Zoobenthos Quality element	EQR	1	0	0.6	1	0.428571436
60	Benthic	215	272	EST-001	EST-001	Zoobenthos Quality element	EQR	1	0	0.5	1	0.569999993
61	Benthic	217	272	EST-003	EST-003	Zoobenthos Quality element	EQR	1	0	0.5	1	0.600000024
62	Benthic	218	272	EST-004	EST-004	Zoobenthos Quality element	EQR	1	0	0.5	1	0.589999974
63	Benthic	219	272	EST-005	EST-005	Zoobenthos Quality element	EQR	1	0	0.5	1	0.49000001
64	Benthic	220	272	EST-006	EST-006	Zoobenthos Quality element	EQR	1	0	0.5	1	0.430000007
65	Benthic	221	272	EST-007	EST-007	Zoobenthos Quality element	EQR	1	0	0.5	1	0.620000005
66	Benthic	222	272	EST-008	EST-008	Zoobenthos Quality element	EQR	1	0	0.5	1	0.5
67	Benthic	224	272	EST-010	EST-010	Zoobenthos Quality element	EQR	1	0	0.5	1	0.579999983
68	Benthic	225	272	EST-011	EST-011	Zoobenthos Quality element	EQR	1	0	0.5	1	0.589999974
69	Benthic	226	272	EST-012	EST-012	Zoobenthos Quality element	EQR	1	0	0.5	1	0.50999999
70	Benthic	227	272	EST-013	EST-013	Zoobenthos Quality element	EQR	1	0	0.5	1	0.50999999
71	Benthic	229	272	EST-015	EST-015	Zoobenthos Quality element	EQR	1	0	0.5	1	0.589999974
72	Benthic	100	272	FIN-001	FIN-001	BBI	EQR	1	0	0.57	1	0.5
73	Benthic	101	272	FIN-002	FIN-002	BBI	EQR	1	0	0.54	1	0.540000021
74	Benthic	102	272	FIN-003	FIN-003	BBI	EQR	1	0	0.51	1	0.340000004
75	Benthic	103	272	FIN-004	FIN-004	BBI	EQR	1	0	0.56	1	0.370000005
76	Benthic	104	272	FIN-005	FIN-005	BBI	EQR	1	0	0.53	1	0.649999976
77	Benthic	105	272	FIN-006	FIN-006	BBI	EQR	1	0	0.58	1	0.460000008
78	Benthic	106	272	FIN-007	FIN-007	BBI	EQR	1	0	0.59	1	0.469999999
79	Benthic	107	272	FIN-008	FIN-008	BBI	EQR	1	0	0.57	1	0.930000007
80	Benthic	108	272	FIN-009	FIN-009	BBI	EQR	1	0	0.55	1	0.540000021
81	Benthic	109	272	FIN-010	FIN-010	BBI	EQR	1	0	0.55	1	0.720000029
82	Benthic	110	272	FIN-011	FIN-011	BBI	EQR	1	0	0.55	1	0.469999999
83	Benthic	160	272	LAT-003	LAT-003	Benthic Quality Index	index	1	0	4	14	4.5
84	Benthic	161	272	LAT-004	LAT-004	Benthic Quality Index	index	1	0	4	14	5
85	Benthic	162	272	LAT-005	LAT-005	Benthic Quality Index	index	1	0	4.5	15	6
86	Benthic	191	272	SWE-001	SWE-001	Benthic Quality Index	EQR	1	0	0.66	1	0.529047619
87	Benthic	192	272	SWE-003	SWE-003	Benthic Quality Index	EQR	1	0	0.66	1	0.55
88	Benthic	193	272	SWE-004	SWE-004	Benthic Quality Index	EQR	1	0	0.66	1	0.595
89	Benthic	194	272	SWE-005	SWE-005	Benthic Quality Index	EQR	1	0	0.66	1	0.64
90	Benthic	195	272	SWE-006	SWE-006	Benthic Quality Index	EQR	1	0	0.29	1	0.354
91	Benthic	196	272	SWE-007	SWE-007	Benthic Quality Index	EQR	1	0	0.25	1	0.346538462
92	Benthic	197	272	SWE-008	SWE-008	Benthic Quality Index	EQR	1	0	0.29	1	0.525
93	Benthic	198	272	SWE-009	SWE-009	Benthic Quality Index	EQR	1	0	0.33	1	0.499166667
94	Benthic	199	272	SWE-010	SWE-010	Benthic Quality Index	EQR	1	0	0.4	1	0.6
95	Benthic	200	272	SWE-011	SWE-011	Benthic Quality Index	EQR	1	0	0.29	1	0.461666667
96	Benthic	201	272	SWE-012	SWE-012	Benthic Quality Index	EQR	1	0	0.29	1	0.352272727
97	Benthic	202	272	SWE-013	SWE-013	Benthic Quality Index	EQR	1	0	0.25	1	0.215833333
98	Benthic	203	272	SWE-014	SWE-014	Benthic Quality Index	EQR	1	0	0.29	1	0.525
99	Benthic	204	272	SWE-015	SWE-015	Benthic Quality Index	EQR	1	0	0.29	1	0.525
100	Benthic	205	272	SWE-016	SWE-016	Benthic Quality Index	EQR	1	0	0.29	1	0.206470588
101	Benthic	206	272	SWE-017	SWE-017	Benthic Quality Index	EQR	1	0	0.31	1	0.335833333
102	Benthic	207	272	SWE-018	SWE-018	Benthic Quality Index	EQR	1	0	0.31	1	0.237352941
103	Benthic	208	272	SWE-019	SWE-019	Benthic Quality Index	EQR	1	0	0.31	1	0.265833333
104	Benthic	209	272	SWE-020	SWE-020	Benthic Quality Index	EQR	1	0	0.31	1	0.26
105	Benthic	210	272	SWE-021	SWE-021	Benthic Quality Index	EQR	1	0	0.31	1	0.4
106	Benthic	211	272	SWE-022	SWE-022	Benthic Quality Index	EQR	1	0	0.15	1	0.171666667
107	Benthic	212	272	SWE-023	SWE-023	Benthic Quality Index	EQR	1	0	0.14	1	0.355
108	Benthic	213	272	SWE-024	SWE-024	Benthic Quality Index	EQR	1	0	0.3	1	0.247
109	Benthic	214	272	SWE-025	SWE-025	Benthic Quality Index	EQR	1	0	0.66	1	0.55
110	Benthic	164	272	LIT-002	LIT-002	Benthic Quality Index	EQR	1	0	0.69	1	0.73
111	Benthic	165	272	LIT-003	LIT-003	Benthic Quality Index	EQR	1	0	0.69	1	0.37
112	Benthic	166	272	LIT-004	LIT-004	Benthic Quality Index	EQR	1	0	0.68	1	0.3
113	Benthic	167	272	LIT-005	LIT-005	Benthic Quality Index	EQR	1	0	0.71	1	0.37
114	Benthic	168	272	LIT-006	LIT-006	Benthic Quality Index	EQR	1	0	0.58	1	0.65
115	Benthic	111	272	FIN-012	FIN-012	Zoobenthos Quality element	EQR	1	0	0.34	0.59	0.25
116	Benthic	112	272	FIN-013	FIN-013	Zoobenthos Quality element	EQR	1	0	0.32	0.6	0.340000004
117	Benthic	113	272	FIN-014	FIN-014	Zoobenthos Quality element	EQR	1	0	0.37	0.68	0.400000006
118	Macrophytes	115	204	GER-002	GER-002	Macrovegetation Quality element	EQR	1	0	0.6	1	0.521739141
119	Macrophytes	116	204	GER-003	GER-003	Macrovegetation Quality element	EQR	1	0	0.6	1	0.521739141
120	Macrophytes	117	204	GER-004	GER-004	Macrovegetation Quality element	EQR	1	0	0.6	1	0.370370369
121	Macrophytes	118	204	GER-005	GER-005	Macrovegetation Quality element	EQR	1	0	0.6	1	0.24999999
122	Macrophytes	120	204	GER-007	GER-007	Macrovegetation Quality element	EQR	1	0	0.6	1	0.491803267
123	Macrophytes	121	204	GER-008	GER-008	Macrovegetation Quality element	EQR	1	0	0.6	1	0.540540534
124	Macrophytes	122	204	GER-009	GER-009	Macrovegetation Quality element	EQR	1	0	0.6	1	0.48
125	Macrophytes	123	204	GER-010	GER-010	Macrovegetation Quality element	EQR	1	0	0.6	1	0.2
126	Macrophytes	124	204	GER-011	GER-011	Macrovegetation Quality element	EQR	1	0	0.6	1	0.550458699
127	Macrophytes	125	204	GER-012	GER-012	Macrovegetation Quality element	EQR	1	0	0.6	1	0.4
128	Macrophytes	126	204	GER-013	GER-013	Macrovegetation Quality element	EQR	1	0	0.6	1	0.461538478
129	Macrophytes	127	204	GER-014	GER-014	Macrovegetation Quality element	EQR	1	0	0.6	1	0.410958893
130	Macrophytes	128	204	GER-015	GER-015	Macrovegetation Quality element	EQR	1	0	0.6	1	0.370370369
131	Macrophytes	129	204	GER-016	GER-016	Macrovegetation Quality element	EQR	1	0	0.6	1	0.2
132	Macrophytes	131	204	GER-018	GER-018	Macrovegetation Quality element	EQR	1	0	0.6	1	0.340909093
133	Macrophytes	133	204	GER-020	GER-020	Macrovegetation Quality element	EQR	1	0	0.6	1	0.3
134	Macrophytes	134	204	GER-021	GER-021	Macrovegetation Quality element	EQR	1	0	0.6	1	0.309278341
135	Macrophytes	135	204	GER-022	GER-022	Macrovegetation Quality element	EQR	1	0	0.6	1	0.49999998
136	Macrophytes	137	204	GER-024	GER-024	Macrovegetation Quality element	EQR	1	0	0.6	1	0.666666684
137	Macrophytes	138	204	GER-025	GER-025	Macrovegetation Quality element	EQR	1	0	0.6	1	0.24
138	Macrophytes	139	204	GER-026	GER-026	Macrovegetation Quality element	EQR	1	0	0.6	1	0.1
139	Macrophytes	140	204	GER-027	GER-027	Macrovegetation Quality element	EQR	1	0	0.6	1	0.06
140	Macrophytes	141	204	GER-028	GER-028	Macrovegetation Quality element	EQR	1	0	0.6	1	0.441176466
141	Macrophytes	142	204	GER-030	GER-030	Macrovegetation Quality element	EQR	1	0	0.6	1	0.508474599
142	Macrophytes	145	204	GER-032	GER-032	Macrovegetation Quality element	EQR	1	0	0.6	1	0.350877185
143	Macrophytes	146	204	GER-033	GER-033	Macrovegetation Quality element	EQR	1	0	0.6	1	0.560747636
144	Macrophytes	147	204	GER-034	GER-034	Macrovegetation Quality element	EQR	1	0	0.6	1	0.48
145	Macrophytes	149	204	GER-036	GER-036	Macrovegetation Quality element	EQR	1	0	0.6	1	0.410958893
146	Macrophytes	150	204	GER-037	GER-037	Macrovegetation Quality element	EQR	1	0	0.6	1	0.6
147	Macrophytes	151	204	GER-038	GER-038	Macrovegetation Quality element	EQR	1	0	0.6	1	0.6
148	Macrophytes	153	204	GER-040	GER-040	Macrovegetation Quality element	EQR	1	0	0.6	1	0.180180184
149	Macrophytes	154	204	GER-041	GER-041	Macrovegetation Quality element	EQR	1	0	0.6	1	0.270270267
150	Macrophytes	156	204	GER-043	GER-043	Macrovegetation Quality element	EQR	1	0	0.6	1	0.309278341
151	Macrophytes	231	204	GER-111	GER-111	Macrovegetation Quality element	EQR	1	0	0.6	1	0.4
152	Macrophytes	215	204	EST-001	EST-001	Macrophytes macroflora depth distribution	m	1	0	5	10	6.46999979
153	Macrophytes	217	204	EST-003	EST-003	Macrophytes macroflora depth distribution	m	1	0	7.5	15	9.770000458
154	Macrophytes	218	204	EST-004	EST-004	Macrophytes macroflora depth distribution	m	1	0	7.5	15	8.229999542
155	Macrophytes	219	204	EST-005	EST-005	Macrophytes macroflora depth distribution	m	1	0	7.5	15	8.449999809
156	Macrophytes	220	204	EST-006	EST-006	Macrophytes macroflora depth distribution	m	1	0	7.5	15	8.199999809
157	Macrophytes	221	204	EST-007	EST-007	Macrophytes macroflora depth distribution	m	1	0	7.5	15	10.19999981
158	Macrophytes	224	204	EST-010	EST-010	Macrophytes macroflora depth distribution	m	1	0	7.5	15	13.80000019
159	Macrophytes	225	204	EST-011	EST-011	Macrophytes macroflora depth distribution	m	1	0	7.5	15	13.39999962
160	Macrophytes	226	204	EST-012	EST-012	Macrophytes macroflora depth distribution	m	1	0	6	12	8.600000381
161	Macrophytes	227	204	EST-013	EST-013	Macrophytes macroflora depth distribution	m	1	0	2.5	5	3.210000038
162	Macroalgae	215	194	EST-001	EST-001	Fucus vesiculosus depth distribution	m	1	0	2.5	5	1.24000001
163	Macroalgae	217	194	EST-003	EST-003	Fucus vesiculosus depth distribution	m	1	0	3.5	7	6.329999924
164	Macroalgae	218	194	EST-004	EST-004	Fucus vesiculosus depth distribution	m	1	0	3.5	7	4.46999979
165	Macroalgae	219	194	EST-005	EST-005	Fucus vesiculosus depth distribution	m	1	0	3.5	7	4.659999847
166	Macroalgae	220	194	EST-006	EST-006	Fucus vesiculosus depth distribution	m	1	0	3.5	7	1.600000024
167	Macroalgae	221	194	EST-007	EST-007	Fucus vesiculosus depth distribution	m	1	0	3.5	7	3.799999952
168	Macroalgae	222	194	EST-008	EST-008	Fucus vesiculosus depth distribution	m	1	0	3.5	7	3.00999999
169	Macroalgae	224	194	EST-010	EST-010	Fucus vesiculosus depth distribution	m	1	0	3.5	7	4
170	Macroalgae	225	194	EST-011	EST-011	Fucus vesiculosus depth distribution	m	1	0	3.5	7	1.799999952
171	Macroalgae	226	194	EST-012	EST-012	Fucus vesiculosus depth distribution	m	1	0	2.5	5	3.5
172	Benthic	215	234	EST-001	EST-001	Proportion of perennial species	%	1	0	42.5	85	22.38999939
173	Benthic	217	234	EST-003	EST-003	Proportion of perennial species	%	1	0	77.4	90	88.40000153
174	Benthic	218	234	EST-004	EST-004	Proportion of perennial species	%	1	0	77.4	90	79.98000336
175	Benthic	219	234	EST-005	EST-005	Proportion of perennial species	%	1	0	77.4	90	68.12999725
176	Benthic	220	234	EST-006	EST-006	Proportion of perennial species	%	1	0	77.4	90	25
177	Benthic	221	234	EST-007	EST-007	Proportion of perennial species	%	1	0	45	90	73.19999695
178	Benthic	222	234	EST-008	EST-008	Proportion of perennial species	%	1	0	35	70	34.27000046
179	Benthic	224	234	EST-010	EST-010	Proportion of perennial species	%	1	0	45	90	39
180	Benthic	225	234	EST-011	EST-011	Proportion of perennial species	%	1	0	45	90	42
181	Benthic	226	234	EST-012	EST-012	Proportion of perennial species	%	1	0	40	80	57
182	Benthic	227	234	EST-013	EST-013	Proportion of perennial species	%	1	0	30	60	9.010000229
183	Macrophytes	100	194	FIN-001	FIN-001	Macrophytes sheltered	m	1	0	3.2	4.2	1.5
184	Macrophytes	101	194	FIN-002	FIN-002	Macrophytes sheltered	m	1	0	5.5	7	2
185	Macrophytes	102	194	FIN-003	FIN-003	Macrophytes sheltered	m	1	0	3.5	4	2.5
186	Macrophytes	103	194	FIN-004	FIN-004	Macrophytes sheltered	m	1	0	4	5.5	3.680000067
187	Macrophytes	100	204	FIN-001	FIN-001	Macrovegetation Quality element	m	1	3	4	5.5	1.9
188	Macrophytes	101	204	FIN-002	FIN-002	Macrovegetation Quality element	m	1	3	6	8	3.28
189	Macrophytes	102	204	FIN-003	FIN-003	Macrovegetation Quality element	m	1	3	3.5	5	3.55
190	Macrophytes	103	204	FIN-004	FIN-004	Macrovegetation Quality element	m	1	3	5	6.5	3.68
191	Macrophytes	106	204	FIN-007	FIN-007	Macrovegetation Quality element	m	1	3	3.7	5	5.35
192	Macrophytes	107	204	FIN-008	FIN-008	Macrovegetation Quality element	m	1	3	4.4	6	6.35
193	Macrophytes	108	204	FIN-009	FIN-009	Macrovegetation Quality element	m	1	3	5.2	7	3.05
194	Macrophytes	158	204	LAT-001	LAT-001	Phytobenthos Ecological Quality Index	m	1	0	15	20	14.8
195	Macrophytes	161	204	LAT-004	LAT-004	Phytobenthos Ecological Quality Index	EQR	1	0	0.75	1	0.59
196	Benthic	158	194	LAT-001	LAT-001	Furcellaria lumbricalis depth distribution	EQR	1	0	0.6	1	0.88
197	Macrophytes	191	204	SWE-001	SWE-001	Macrovegetation Quality element	EQR	1	0	0.6	1	0.7
198	Macrophytes	192	204	SWE-003	SWE-003	Macrovegetation Quality element	EQR	1	0	0.6	1	0.9
199	Macrophytes	193	204	SWE-004	SWE-004	Macrovegetation Quality element	EQR	1	0	0.6	1	0.866666667
200	Macrophytes	194	204	SWE-005	SWE-005	Macrovegetation Quality element	EQR	1	0	0.6	1	0.8
201	Macrophytes	195	204	SWE-006	SWE-006	Macrovegetation Quality element	EQR	1	0	0.6	1	0.722222222
202	Macrophytes	196	204	SWE-007	SWE-007	Macrovegetation Quality element	EQR	1	0	0.6	1	0.722222222
203	Macrophytes	197	204	SWE-008	SWE-008	Macrovegetation Quality element	EQR	1	0	0.6	1	0.766666667
204	Macrophytes	198	204	SWE-009	SWE-009	Macrovegetation Quality element	EQR	1	0	0.6	1	0.64
205	Macrophytes	199	204	SWE-010	SWE-010	Macrovegetation Quality element	EQR	1	0	0.6	1	0.833333333
206	Macrophytes	200	204	SWE-011	SWE-011	Macrovegetation Quality element	EQR	1	0	0.6	1	0.8
207	Macrophytes	201	204	SWE-012	SWE-012	Macrovegetation Quality element	EQR	1	0	0.6	1	0.82
208	Macrophytes	202	204	SWE-013	SWE-013	Macrovegetation Quality element	EQR	1	0	0.6	1	0.42
209	Macrophytes	203	204	SWE-014	SWE-014	Macrovegetation Quality element	EQR	1	0	0.6	1	0.9
210	Macrophytes	204	204	SWE-015	SWE-015	Macrovegetation Quality element	EQR	1	0	0.6	1	0.9
211	Macrophytes	205	204	SWE-016	SWE-016	Macrovegetation Quality element	EQR	1	0	0.6	1	0.623076923
212	Macrophytes	206	204	SWE-017	SWE-017	Macrovegetation Quality element	EQR	1	0	0.6	1	0.8
213	Macrophytes	207	204	SWE-018	SWE-018	Macrovegetation Quality element	EQR	1	0	0.6	1	0.777777778
214	Macrophytes	208	204	SWE-019	SWE-019	Macrovegetation Quality element	EQR	1	0	0.6	1	0.775
215	Benthic	165	204	LIT-003	LIT-003	Furcellaria lumbricalis depth distribution	EQR	1	0	0.75	1	0.37
216	Macrophytes	111	204	FIN-012	FIN-012	Macrovegetation Quality element	EQR	1	0	0.61	1	0.57
217	Macrophytes	112	204	FIN-013	FIN-013	Macrovegetation Quality element	EQR	1	0	0.61	1	0.65
218	Macrophytes	113	204	FIN-014	FIN-014	Macrovegetation Quality element	EQR	1	0	0.61	1	0.62
219	Benthic	114	214	GER-001	GER-001	Secchi Depth	m	1	0	7.2	9.8	3.25
220	Benthic	115	214	GER-002	GER-002	Secchi Depth	m	1	0	7.2	9.8	3.25
221	Benthic	116	214	GER-003	GER-003	Secchi Depth	m	1	0	7.2	9.8	3.80
222	Benthic	117	214	GER-004	GER-004	Secchi Depth	m	1	0	7.2	9.7	4.31
223	Benthic	118	214	GER-005	GER-005	Secchi Depth	m	1	0	6.1	8.3	1.70
224	Benthic	119	214	GER-006	GER-006	Secchi Depth	m	1	0	7.2	9.7	4.00
225	Benthic	120	214	GER-007	GER-007	Secchi Depth	m	1	0	1.7	2.5	0.20
226	Benthic	121	214	GER-008	GER-008	Secchi Depth	m	1	0	1.7	2.5	0.30
227	Benthic	122	214	GER-009	GER-009	Secchi Depth	m	1	0	6.1	8.3	0.45
228	Benthic	123	214	GER-010	GER-010	Secchi Depth	m	1	0	6.3	8.5	2.50
229	Benthic	124	214	GER-011	GER-011	Secchi Depth	m	1	0	6.1	8.3	1.47
230	Benthic	125	214	GER-012	GER-012	Secchi Depth	m	1	0	6.1	8.3	1.00
231	Benthic	126	214	GER-013	GER-013	Secchi Depth	m	1	0	6.1	8.3	1.33
232	Benthic	127	214	GER-014	GER-014	Secchi Depth	m	1	0	6.1	8.3	0.30
233	Benthic	128	214	GER-015	GER-015	Secchi Depth	m	1	0	6.3	8.5	3.88
234	Benthic	129	214	GER-016	GER-016	Secchi Depth	m	1	0	1.7	2.5	0.52
235	Benthic	130	214	GER-017	GER-017	Secchi Depth	m	1	0	1.7	2.5	0.50
236	Benthic	131	214	GER-018	GER-018	Secchi Depth	m	1	0	6.3	8.5	2.25
237	Benthic	132	214	GER-019	GER-019	Secchi Depth	m	1	0	6.3	8.5	1.72
238	Benthic	133	214	GER-020	GER-020	Secchi Depth	m	1	0	1.7	2.5	0.59
239	Benthic	134	214	GER-021	GER-021	Secchi Depth	m	1	0	7.2	9.8	3.40
240	Benthic	135	214	GER-022	GER-022	Secchi Depth	m	1	0	7.2	9.7	5.10
241	Benthic	136	214	GER-023	GER-023	Secchi Depth	m	1	0	7.2	9.7	5.10
242	Benthic	137	214	GER-024	GER-024	Secchi Depth	m	1	0	7.2	9.7	5.00
243	Benthic	138	214	GER-025	GER-025	Secchi Depth	m	1	0	7.2	9.8	1.70
244	Benthic	139	214	GER-026	GER-026	Secchi Depth	m	1	0	6.1	8.3	0.70
245	Benthic	140	214	GER-027	GER-027	Secchi Depth	m	1	0	6.1	8.3	0.70
246	Benthic	141	214	GER-028	GER-028	Secchi Depth	m	1	0	7.2	9.7	5.00
247	Benthic	142	214	GER-029	GER-029	Secchi Depth	m	1	0	7.2	9.7	4.70
248	Benthic	143	214	GER-030	GER-030	Secchi Depth	m	1	0	7.2	9.7	5.80
249	Benthic	144	214	GER-031	GER-031	Secchi Depth	m	1	0	7.2	9.7	5.50
250	Benthic	145	214	GER-032	GER-032	Secchi Depth	m	1	0	7.2	9.8	3.40
251	Benthic	146	214	GER-033	GER-033	Secchi Depth	m	1	0	7.2	9.7	5.80
252	Benthic	147	214	GER-034	GER-034	Secchi Depth	m	1	0	7.2	9.7	4.90
253	Benthic	148	214	GER-035	GER-035	Secchi Depth	m	1	0	7.2	9.7	4.90
254	Benthic	149	214	GER-036	GER-036	Secchi Depth	m	1	0	7.2	9.7	4.40
255	Benthic	150	214	GER-037	GER-037	Secchi Depth	m	1	0	7.2	9.8	3.50
256	Benthic	151	214	GER-038	GER-038	Secchi Depth	m	1	0	7.2	9.7	5.60
257	Benthic	152	214	GER-039	GER-039	Secchi Depth	m	1	0	7.2	9.7	5.60
258	Benthic	153	214	GER-040	GER-040	Secchi Depth	m	1	0	7.2	9.7	5.20
259	Benthic	154	214	GER-041	GER-041	Secchi Depth	m	1	0	7.2	9.7	4.80
260	Benthic	155	214	GER-042	GER-042	Secchi Depth	m	1	0	7.2	9.8	2.40
261	Benthic	156	214	GER-043	GER-043	Secchi Depth	m	1	0	6.1	8.3	2.10
262	Benthic	157	214	GER-044	GER-044	Secchi Depth	m	1	0	6.1	8.3	1.30
263	Benthic	231	214	GER-111	GER-111	Secchi Depth	m	1	0	6.1	8.3	0.90
